"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"30001",40,"services","single","secondary","no",4126,"no","no","cellular",4,"feb",671,2,-1,0,"unknown","no"
"1944",35,"admin.","divorced","tertiary","no",1555,"yes","no","unknown",9,"may",26,2,-1,0,"unknown","no"
"39368",37,"management","married","tertiary","no",3723,"no","no","cellular",22,"may",354,1,-1,0,"unknown","yes"
"3428",30,"technician","married","secondary","no",1534,"yes","yes","unknown",15,"may",243,1,-1,0,"unknown","no"
"24228",47,"management","married","tertiary","no",1028,"no","yes","cellular",17,"nov",55,1,-1,0,"unknown","no"
"45077",46,"technician","married","secondary","no",9299,"no","no","cellular",21,"oct",201,5,94,3,"success","no"
"33090",32,"admin.","married","secondary","no",20011,"no","no","cellular",20,"apr",234,1,-1,0,"unknown","no"
"40072",29,"management","married","tertiary","no",205,"no","no","cellular",4,"jun",787,1,-1,0,"unknown","yes"
"43722",29,"unemployed","single","primary","no",1374,"no","no","cellular",14,"may",1205,2,178,7,"success","yes"
"29647",28,"admin.","married","secondary","no",642,"yes","no","cellular",3,"feb",481,2,-1,0,"unknown","no"
"3796",30,"blue-collar","single","unknown","no",194,"yes","no","unknown",16,"may",410,1,-1,0,"unknown","no"
"37127",42,"unemployed","married","secondary","no",0,"yes","no","cellular",13,"may",74,3,-1,0,"unknown","no"
"9908",40,"unemployed","married","primary","no",400,"no","no","unknown",9,"jun",317,1,-1,0,"unknown","no"
"44154",27,"technician","single","secondary","no",643,"no","no","cellular",13,"jul",317,1,-1,0,"unknown","yes"
"2535",27,"blue-collar","married","secondary","no",0,"yes","no","unknown",13,"may",296,1,-1,0,"unknown","no"
"19262",41,"management","married","tertiary","no",103,"no","yes","cellular",6,"aug",65,2,-1,0,"unknown","no"
"23262",31,"technician","divorced","secondary","no",-175,"no","no","telephone",27,"aug",9,15,-1,0,"unknown","no"
"13229",31,"blue-collar","married","secondary","no",152,"yes","yes","cellular",8,"jul",831,1,-1,0,"unknown","yes"
"14986",45,"technician","married","secondary","no",-312,"yes","no","cellular",16,"jul",268,1,-1,0,"unknown","no"
"23715",47,"blue-collar","married","primary","no",1480,"no","no","cellular",28,"aug",460,5,-1,0,"unknown","no"
"11863",59,"management","married","secondary","no",544,"no","no","unknown",20,"jun",67,2,-1,0,"unknown","no"
"6065",33,"management","married","tertiary","no",133,"yes","no","unknown",26,"may",308,4,-1,0,"unknown","no"
"7682",55,"management","married","secondary","no",11743,"yes","no","unknown",30,"may",75,1,-1,0,"unknown","no"
"43863",37,"admin.","divorced","tertiary","no",4708,"no","no","cellular",2,"jun",238,1,181,2,"success","yes"
"44822",67,"retired","married","secondary","no",2048,"no","no","cellular",16,"sep",452,5,195,4,"other","yes"
"19972",60,"blue-collar","married","tertiary","no",759,"no","no","cellular",8,"aug",255,2,-1,0,"unknown","no"
"14235",46,"management","married","secondary","no",1299,"yes","no","cellular",14,"jul",104,2,-1,0,"unknown","no"
"42237",65,"retired","married","secondary","no",1370,"no","no","cellular",12,"nov",177,1,92,1,"failure","no"
"11707",43,"blue-collar","married","primary","no",1794,"yes","no","unknown",20,"jun",35,1,-1,0,"unknown","no"
"16231",25,"management","married","secondary","no",2228,"yes","no","cellular",23,"jul",754,1,-1,0,"unknown","yes"
"6585",40,"management","single","tertiary","no",326,"yes","no","unknown",28,"may",64,1,-1,0,"unknown","no"
"395",43,"blue-collar","married","secondary","no",1205,"yes","no","unknown",6,"may",769,2,-1,0,"unknown","no"
"32718",39,"technician","married","secondary","no",375,"yes","yes","telephone",17,"apr",777,2,-1,0,"unknown","no"
"16743",37,"management","single","tertiary","no",7612,"no","no","cellular",24,"jul",1206,4,-1,0,"unknown","no"
"40437",58,"housemaid","divorced","secondary","no",0,"no","no","cellular",2,"jul",478,2,-1,0,"unknown","yes"
"35942",53,"admin.","married","secondary","no",4493,"no","no","cellular",8,"may",286,2,168,3,"failure","no"
"7638",48,"technician","married","secondary","yes",0,"no","no","unknown",30,"may",682,1,-1,0,"unknown","yes"
"45036",47,"admin.","married","secondary","no",3676,"no","no","cellular",18,"oct",567,1,95,3,"success","yes"
"22620",30,"management","divorced","tertiary","no",0,"no","no","cellular",22,"aug",209,2,-1,0,"unknown","no"
"32688",32,"blue-collar","married","secondary","no",225,"yes","no","cellular",17,"apr",574,1,150,1,"failure","yes"
"27391",50,"services","married","secondary","no",57435,"yes","no","cellular",21,"nov",319,3,-1,0,"unknown","no"
"25724",30,"management","married","tertiary","no",-181,"yes","no","cellular",19,"nov",621,2,-1,0,"unknown","no"
"25305",40,"technician","married","secondary","no",7313,"yes","no","cellular",18,"nov",241,2,182,1,"failure","no"
"39587",27,"unemployed","single","primary","no",223,"no","no","cellular",26,"may",103,1,-1,0,"unknown","no"
"25145",57,"technician","married","secondary","no",6362,"yes","yes","cellular",18,"nov",66,1,-1,0,"unknown","no"
"35404",51,"admin.","married","secondary","no",3025,"no","no","cellular",7,"may",476,1,352,1,"other","yes"
"16104",26,"admin.","single","secondary","no",321,"yes","no","cellular",22,"jul",242,7,-1,0,"unknown","no"
"41292",86,"retired","divorced","primary","no",0,"no","no","telephone",26,"aug",189,1,-1,0,"unknown","yes"
"40491",48,"management","married","secondary","no",2892,"no","no","cellular",7,"jul",407,1,385,1,"success","yes"
"33014",23,"technician","single","secondary","no",28,"yes","no","cellular",17,"apr",183,3,325,2,"failure","no"
"31338",47,"blue-collar","married","secondary","no",238,"yes","yes","cellular",13,"mar",3076,1,-1,0,"unknown","yes"
"15374",30,"blue-collar","single","secondary","no",183,"yes","no","cellular",18,"jul",610,1,-1,0,"unknown","yes"
"1682",37,"blue-collar","single","secondary","no",111,"yes","no","unknown",9,"may",217,2,-1,0,"unknown","no"
"23699",34,"management","single","tertiary","yes",621,"no","no","cellular",28,"aug",205,3,-1,0,"unknown","no"
"21442",52,"services","divorced","primary","no",-644,"no","no","cellular",18,"aug",119,3,-1,0,"unknown","no"
"45057",64,"management","married","tertiary","no",5112,"no","no","telephone",19,"oct",898,7,137,11,"other","yes"
"169",54,"admin.","married","tertiary","no",184,"no","no","unknown",5,"may",673,2,-1,0,"unknown","yes"
"9329",36,"services","married","secondary","no",1328,"yes","no","unknown",6,"jun",82,4,-1,0,"unknown","no"
"37200",32,"blue-collar","married","secondary","no",1779,"yes","no","cellular",13,"may",191,1,342,2,"failure","no"
"16367",40,"management","married","tertiary","no",294,"yes","no","cellular",23,"jul",97,5,-1,0,"unknown","no"
"43011",39,"blue-collar","married","secondary","no",1382,"yes","no","cellular",11,"feb",397,2,-1,0,"unknown","yes"
"42711",61,"retired","married","secondary","no",86,"no","no","cellular",25,"jan",639,1,94,1,"success","yes"
"40699",32,"services","single","secondary","no",6983,"no","no","cellular",7,"aug",255,1,-1,0,"unknown","yes"
"39774",45,"blue-collar","married","secondary","no",1723,"no","no","cellular",1,"jun",166,2,-1,0,"unknown","yes"
"27090",32,"services","married","secondary","no",8043,"yes","no","cellular",21,"nov",202,1,-1,0,"unknown","no"
"29511",32,"management","single","tertiary","no",2360,"no","no","cellular",3,"feb",152,2,160,5,"other","yes"
"31066",33,"management","single","tertiary","no",3552,"no","no","cellular",13,"feb",158,2,85,3,"failure","yes"
"29292",30,"self-employed","single","tertiary","no",432,"yes","no","cellular",2,"feb",402,1,-1,0,"unknown","yes"
"2871",48,"blue-collar","married","secondary","no",1405,"yes","no","unknown",14,"may",629,2,-1,0,"unknown","yes"
"39835",50,"technician","divorced","secondary","no",0,"no","no","cellular",1,"jun",113,2,-1,0,"unknown","no"
"42663",81,"retired","divorced","tertiary","no",0,"no","no","cellular",14,"jan",357,1,-1,0,"unknown","no"
"31446",30,"management","single","tertiary","no",6495,"no","no","cellular",30,"mar",78,3,-1,0,"unknown","no"
"18994",43,"technician","married","tertiary","no",0,"no","no","cellular",4,"aug",1488,2,-1,0,"unknown","yes"
"15435",32,"blue-collar","single","secondary","no",188,"no","yes","cellular",18,"jul",144,1,-1,0,"unknown","no"
"1229",53,"unemployed","married","secondary","no",582,"yes","no","unknown",8,"may",96,2,-1,0,"unknown","no"
"8949",41,"entrepreneur","married","primary","no",759,"yes","no","unknown",4,"jun",79,10,-1,0,"unknown","no"
"12942",35,"management","married","tertiary","no",1361,"no","yes","cellular",7,"jul",15,11,-1,0,"unknown","no"
"5372",51,"management","divorced","secondary","no",-175,"yes","yes","unknown",23,"may",270,1,-1,0,"unknown","no"
"43942",24,"technician","single","secondary","no",403,"no","no","unknown",17,"jun",247,1,-1,0,"unknown","yes"
"13353",49,"technician","married","secondary","no",177,"yes","yes","cellular",8,"jul",191,1,-1,0,"unknown","no"
"26962",47,"technician","married","secondary","no",0,"no","no","cellular",21,"nov",591,1,10,1,"failure","yes"
"35104",37,"blue-collar","single","secondary","no",48,"no","no","cellular",6,"may",140,2,-1,0,"unknown","no"
"16421",32,"blue-collar","married","secondary","no",476,"yes","no","cellular",23,"jul",956,9,-1,0,"unknown","yes"
"43523",64,"retired","divorced","secondary","no",4833,"no","no","cellular",22,"apr",247,2,251,1,"failure","no"
"31918",53,"admin.","divorced","secondary","no",2647,"yes","no","cellular",9,"apr",494,1,-1,0,"unknown","no"
"15530",31,"management","married","tertiary","no",325,"yes","no","cellular",18,"jul",1139,2,-1,0,"unknown","yes"
"26916",53,"management","married","tertiary","no",0,"yes","yes","cellular",21,"nov",266,6,-1,0,"unknown","no"
"19118",55,"blue-collar","married","primary","no",512,"no","no","cellular",5,"aug",1200,2,-1,0,"unknown","yes"
"44188",46,"admin.","married","secondary","no",5021,"no","no","cellular",15,"jul",957,1,182,1,"success","yes"
"19581",60,"housemaid","married","primary","no",2008,"no","no","cellular",7,"aug",105,2,-1,0,"unknown","no"
"1770",36,"blue-collar","divorced","unknown","no",0,"yes","no","unknown",9,"may",377,1,-1,0,"unknown","no"
"40501",39,"management","single","tertiary","no",257,"no","no","cellular",7,"jul",58,1,-1,0,"unknown","no"
"1996",32,"blue-collar","married","secondary","no",120,"yes","yes","unknown",9,"may",214,3,-1,0,"unknown","no"
"28338",33,"blue-collar","married","secondary","no",854,"yes","yes","cellular",29,"jan",93,1,-1,0,"unknown","no"
"9190",41,"blue-collar","married","secondary","no",1459,"no","no","unknown",5,"jun",82,1,-1,0,"unknown","no"
"38980",33,"services","single","secondary","no",1659,"yes","no","cellular",18,"may",133,2,353,6,"failure","no"
"32680",31,"technician","single","tertiary","no",985,"yes","no","cellular",17,"apr",997,1,57,2,"failure","yes"
"27740",42,"unemployed","divorced","secondary","no",759,"no","no","cellular",28,"jan",97,1,169,3,"failure","no"
"16295",47,"management","married","tertiary","no",4386,"yes","no","telephone",23,"jul",43,1,-1,0,"unknown","no"
"27145",35,"blue-collar","married","secondary","no",0,"yes","yes","cellular",21,"nov",113,1,-1,0,"unknown","no"
"8187",30,"blue-collar","single","secondary","no",953,"yes","no","unknown",2,"jun",747,2,-1,0,"unknown","yes"
"18704",37,"self-employed","married","secondary","no",4153,"yes","no","cellular",31,"jul",35,16,-1,0,"unknown","no"
"44062",53,"services","divorced","secondary","no",36,"yes","yes","unknown",2,"jul",25,1,417,1,"success","yes"
"14929",50,"management","married","secondary","no",1165,"no","no","cellular",16,"jul",455,1,-1,0,"unknown","yes"
"42955",18,"student","single","unknown","no",108,"no","no","cellular",9,"feb",92,1,183,1,"success","yes"
"44700",33,"technician","married","tertiary","no",1126,"yes","no","unknown",6,"sep",11,1,490,5,"other","no"
"29182",60,"retired","married","primary","no",174,"yes","yes","cellular",2,"feb",157,2,252,1,"failure","no"
"15150",27,"services","single","secondary","no",1820,"yes","no","cellular",17,"jul",1027,1,-1,0,"unknown","yes"
"43001",42,"blue-collar","married","secondary","no",413,"yes","no","cellular",11,"feb",456,2,184,2,"success","yes"
"1193",33,"blue-collar","married","primary","no",-81,"yes","no","unknown",8,"may",267,1,-1,0,"unknown","no"
"7191",52,"self-employed","married","secondary","no",-488,"yes","no","unknown",29,"may",322,1,-1,0,"unknown","no"
"42784",56,"technician","married","tertiary","no",1181,"no","no","cellular",28,"jan",186,1,433,1,"failure","yes"
"5939",28,"admin.","single","secondary","no",460,"yes","no","unknown",26,"may",741,6,-1,0,"unknown","yes"
"23119",31,"technician","single","tertiary","no",25,"no","no","cellular",26,"aug",265,16,-1,0,"unknown","no"
"9418",35,"housemaid","married","primary","no",8127,"no","no","unknown",6,"jun",315,1,-1,0,"unknown","no"
"45060",43,"management","married","tertiary","no",2450,"no","yes","cellular",20,"oct",124,1,-1,0,"unknown","no"
"3483",33,"management","single","tertiary","no",-625,"yes","no","unknown",15,"may",399,1,-1,0,"unknown","no"
"43531",42,"self-employed","married","secondary","no",1216,"yes","no","cellular",23,"apr",296,1,521,1,"failure","yes"
"31028",32,"student","single","tertiary","no",1138,"no","no","telephone",10,"feb",402,3,-1,0,"unknown","yes"
"41952",76,"retired","married","tertiary","no",2991,"no","no","cellular",22,"oct",344,1,183,1,"success","yes"
"5912",34,"unemployed","single","secondary","no",1928,"yes","no","unknown",26,"may",140,2,-1,0,"unknown","no"
"43324",54,"services","divorced","secondary","no",0,"no","no","cellular",18,"mar",362,1,290,3,"success","yes"
"10300",58,"admin.","married","secondary","no",826,"no","no","unknown",12,"jun",885,1,-1,0,"unknown","yes"
"26852",45,"blue-collar","single","unknown","no",816,"no","no","cellular",20,"nov",279,3,-1,0,"unknown","no"
"37495",52,"management","married","tertiary","no",0,"yes","no","telephone",13,"may",179,3,257,6,"other","no"
"25573",34,"blue-collar","married","secondary","no",1897,"yes","yes","cellular",19,"nov",441,1,-1,0,"unknown","no"
"23428",33,"management","single","tertiary","no",627,"no","no","cellular",27,"aug",61,5,-1,0,"unknown","no"
"9511",39,"housemaid","single","secondary","no",2022,"no","no","unknown",6,"jun",105,1,-1,0,"unknown","no"
"23426",47,"blue-collar","married","tertiary","no",1707,"no","no","cellular",27,"aug",71,7,-1,0,"unknown","no"
"20591",60,"admin.","married","secondary","no",711,"no","no","cellular",12,"aug",355,4,-1,0,"unknown","no"
"9994",36,"self-employed","single","tertiary","no",4844,"no","no","unknown",9,"jun",1137,3,-1,0,"unknown","yes"
"39762",25,"unemployed","single","tertiary","no",343,"no","no","cellular",1,"jun",377,1,-1,0,"unknown","yes"
"43114",32,"technician","single","secondary","no",324,"no","yes","cellular",23,"feb",432,1,-1,0,"unknown","yes"
"3051",43,"services","married","secondary","no",823,"yes","no","unknown",14,"may",293,3,-1,0,"unknown","no"
"31326",44,"management","married","tertiary","no",423,"no","no","cellular",12,"mar",2330,5,-1,0,"unknown","yes"
"43588",32,"technician","single","tertiary","no",388,"no","no","cellular",29,"apr",250,3,-1,0,"unknown","yes"
"37109",37,"services","married","secondary","no",655,"no","no","cellular",13,"may",272,1,342,2,"other","no"
"593",41,"admin.","divorced","primary","no",4070,"yes","no","unknown",6,"may",140,2,-1,0,"unknown","no"
"12653",44,"blue-collar","married","secondary","no",1697,"yes","no","unknown",4,"jul",150,2,-1,0,"unknown","yes"
"44246",54,"blue-collar","married","secondary","no",1636,"no","no","telephone",20,"jul",1008,2,-1,0,"unknown","yes"
"39953",52,"technician","married","secondary","no",0,"no","no","cellular",2,"jun",541,3,-1,0,"unknown","yes"
"2248",44,"blue-collar","married","secondary","no",78,"yes","no","unknown",12,"may",253,2,-1,0,"unknown","no"
"43911",21,"student","single","unknown","no",53,"no","no","cellular",14,"jun",270,1,-1,0,"unknown","yes"
"41494",26,"management","single","tertiary","no",1094,"yes","no","cellular",8,"sep",137,1,-1,0,"unknown","yes"
"1020",35,"blue-collar","married","primary","no",229,"yes","no","unknown",7,"may",103,3,-1,0,"unknown","no"
"2651",46,"blue-collar","married","primary","no",369,"yes","no","unknown",13,"may",916,2,-1,0,"unknown","yes"
"44816",60,"retired","married","secondary","no",975,"no","no","cellular",16,"sep",303,1,792,1,"failure","yes"
